Source,Target
Mayken Boddens,Jan Mathijsz. Van Tongeren
Isaack Boddens,Jan Mathijsz. Van Tongeren
Isaack Boddens,Reynier van Buren
Louis Rocourt (Louis Rotkoert) (Louijs),Pieter Buddens (Boddens) de oude
Pieter Buddens (Boddens) de oude,Pieter Mathijsen
Susanna Ruts,Jan Boddens
Pieter Buddens (Boddens) de oude,Susanna Ruts
Catharina van der Voort,Susanna Ruts
Catharina van der Voort,Jan Boddens
Pieter Buddens (Boddens) de oude,Jan Boddens
Susanna Ruts,Nicolaes Ruts
Jan Boddens,Nicolaes Ruts
Nicolaes Ruts,Rembrandt van Rijn
Jan Boddens,Jan Sandra
Jan Boddens,Mathijs Sandra
Jan Boddens,Melchizedeck Sandra
Jan Boddens,Janneken Sandra
Jan Boddens,Isaack Boddens
Jan Sandra,Mathijs Sandra
Jan Sandra,Melchizedeck Sandra
Jan Sandra,Janneken Sandra
Mathijs Sandra,Melchizedeck Sandra
Mathijs Sandra,Janneken Sandra
Melchizedeck Sandra,Janneken Sandra
Abraham Boddens,Catharina van der Voort
Cathaline Boddens,Catharina van der Voort
Francois Vervoort,Catharina van der Voort
Francois Vervoort,Dutch West India Company
Catharina van der Voort,Dutch West India Company
Wybrant van Steijn,Catharina van der Voort
Reynier de Vau,Catharina van der Voort
Wybrant van Steijn,Reynier de Vau
J. van der Ven,Catharina van der Voort
J. van der Ven,Cattrijn Boddens
Laurens Lamberti,Gerrit Stevensz.
Laurens Lamberti,Annetge Dionijs (Denijs
Hans van der Burch,Gerrit Stevensz.
Hendrick Denijs Boomsloot,Annetge Dionijs (Denijs
Hans van der Burch,Gerrit Stevensz.
Hendrick Denijs Boomsloot,Annetge Dionijs (Denijs
Heyltge Stevens,Frans Wouters
Heyltge Stevens,Gerrit Stevensz.
Heyltge Stevens,Annetge Dionijs (Denijs
Heyltge Stevens,Jan Stevens
Gerrit Stevensz.,Dutch East India Company
Gerrit Stevensz.,Jan Stevens
Heyltge Stevens,Jacob Cornelisz.
Jacob Cornelisz.,Giert Jans
Heyltge Stevens,Meyndert Abrahamsz.
Gerrit Stevensz.,Aeltgen Claes
Annetge Dionijs (Denijs,Aeltgen Claes
Gerrit Stevensz.,Annetge Hendrix
Annetge Dionijs (Denijs,Annetge Hendrix
Maritge Bouwers,Laurens Lamberti
Maritge Bouwers,Syvert Pietersz. Sem
Maritge Bouwers,Jan Pietersz. Sem
Syvert Pietersz. Sem,Jan Pietersz. Sem
Marritge Hermans,Jan Pietersz. Sem
Marritge Hermans,Maritge Bouwers
Marritge Hermans,Syvert Pietersz. Sem
Jan Hermansz. Muller,Marritge Hermans
Jan Hermansz. Muller,Jan Pietersz. Sem
Nelletge Hillebrants,Maritge Bouwers
Hans Bouwer I,Maritge Bouwers
Lysbeth Bouwers,Maritge Bouwers
Melchior Bouwer,Maritge Bouwers
Arent Bouwers,Maritge Bouwers
Arent Bouwers,Nelletge Hillebrants
Arent Bouwers,Hans Bouwer I
Arent Bouwers,Lysbeth Bouwers
Nelletge Hillebrants,Hans Bouwer I
Nelletge Hillebrants,Lysbeth Bouwers
Hans Bouwer I,Lysbeth Bouwers
Syvert Pietersz. Sem,Dutch East India Company
Pieter Jansz. Sem,Syvert Pietersz. Sem
Giert Simonsdr. Meebael. ,Syvert Pietersz. Sem
Jacob Jacobsz. Sem,Weijntje Symons
Jacob Jacobsz. Sem,Syvert Pietersz. Sem
Jacob Jacobsz. Sem,Maritge Bouwers
Weijntje Symons,Syvert Pietersz. Sem
Weijntje Symons,Maritge Bouwers
Helena Bouwers,Maritge Bouwers
Burchman Claesz.,Maritge Bouwers
Helena Bouwers,Syvert Pietersz. Sem
Burchman Claesz.,Syvert Pietersz. Sem
Werner van den Valckert,Syvert Pietersz. Sem
Burchman Claesz.,Carel van Mander
Burchman Claesz.,Cornelis Woutersz. Dob
Burchman Claesz.,Katrijn Wouters Dob
Claes Burchmansz.,Lijsbet Bouwers
Claes Burchmansz.,Claes Burchmansz.
Lijsbet Bouwers,Claes Burchmansz.
Helena Bouwers,Marten ten Berch I 
Helena Bouwers,Nelletge Hillebrants
Nelletge Hillebrants,Arent Bouwers
Willem van den Bundel,Claes Burchmansz.
Hendrick Claesz. Meebael,Lijsbet Bouwers
Melchior Bouwer,Lijsbet Bouwers
Hendrick Claesz. Meebael,Melchior Bouwer
Melchior Bouwer,Claes Burchmansz.
Hendrick Claesz. Meebael,Claes Burchmansz.
Claes Burchmansz.,Gerrit Jacobsz. Haringh
Jan Hermansz. Muller,Pieter Dircksen Brevliet
Harmen Jansz. Muller,Meynsgen Ariaens van der Veer
Meynsgen Ariaens van der Veer,Jan Hermansz. Muller
Harmen Jansz. Muller,Jan Hermansz. Muller
Adriaen Muller,Harmen Jansz. Muller
Meynsgen Ariaens van der Veer,Adriaen Muller
Harmen Jansz. Muller,Adriaen Muller
Pieter Dircksen Brevliet,Lysbeth Harmans
Lysbeth Harmans,Jan Pietersz. Sem
Pieter Dircksen Brevliet,Adriaen Muller
Lysbeth Harmans,Jan Hermansz. Muller
Hillegont Muller,Jan Hermansz. Muller
Lysbeth Harmans,Hillegont Harmans
Jan Valcsxz.,Hillegont Harmans
Meijnsgen Mullers,Hillegont Harmans
Meijnsgen Mullers,Jan Hermansz. Muller
Aeltgen Mullers,Jan Hermansz. Muller
Aeltgen Mullers,Adriaen Muller
Claertgen Pieters,Lysbeth Harmans
Claertgen Pieters,Jan Hermansz. Muller
Jan Adriaensz.,Jan Hermansz. Muller
Jan Adriaensz.,Hillegont Harmans
Jan Pietersz. Sem,Jan Hermansz. Muller
Cornelis Dircxsz. Cool,Jan Hermansz. Muller
Jan Pietersz. Sem,Cornelis Dircxsz. Cool
Jacob Gijsbertsz.,Marritgen Harmans
Jacob Gijsbertsz.,Jan Hermansz. Muller
Cornelis Dircxsz. Cool,Willem Aertsz.
Machtelt Bouwer,Claes Burchmansz.
Machtelt Bouwer,Helena Bouwers
Marten ten Berch I  ,Marten ten Berch I 
Marten ten Berch I  ,Metge Hans Kint
Ytgen Bouwer,Jacob Willemsz. Warmont
Ytgen Bouwer,Willem Jacobsz. Warmont
Jacob Willemsz. Warmont,Willem Jacobsz. Warmont
Helena Bouwers,Ytgen Bouwer
Helena Bouwers,Jacob Willemsz. Warmont
Helena Bouwers,Willem Jacobsz. Warmont
Helena Bouwers,Hendrick Bouwer
Helena Bouwers,Catarina ten Berch
Hillebrand Bouwer,Melchior Bouwer
Helena Bouwers,Lysbeth Bouwers
Ytgen Bouwer,Nelletge Hillebrants
Hillebrand Bouwer,Nelletge Hillebrants
Ytgen Bouwer,Arent Bouwers
Hillebrand Bouwer,Arent Bouwers
Catarina ten Berch,Werner van den Valckert
Ysbrant Hem,Hendrick Jansz. de Jonghe 
Helena Bouwers,Hendrick Jansz. de Jonghe 
Helena Bouwers,Ysbrant Hem
Gerrit Jansz. Osch,Hendrick Jansz. de Jonghe 
Gerrit Jansz. Osch,Ysbrant Hem
Gerrit Jansz. Osch,Helena Bouwers
Gerrit Jansz. Osch,Syvert Pietersz. Sem
Helena Bouwers,Syvert Pietersz. Sem
Annetgen van Vossum,Laurens Lamberti
Annetgen van Vossum,Michiel Pietersz.
Jacob Thijmensz.,Michiel Pietersz.
Robert de Baudoes,Michiel Pietersz.
Anna van Vossum,Michiel Pietersz.
Marritje Gerrits,Michiel Pietersz.
Catharina Thijs,Samuel van Swol
Samuel van Swol,Dutch East India Company
Samuel van Swol,Dutch West India Company
Jan van Swoll,Samuel van Swol
Catharina Thijs,Francoijs Thijsz.
Catharina Thijs,Hedwige de Bacher
Francoijs Thijsz.,Hedwige de Bacher
Catharina Thijs,Hans Thijsz. de Oude
Francoijs Thijsz.,Hans Thijsz. de Oude
Hedwige de Bacher,Hans Thijsz. de Oude
Joannis van Swol,Samuel van Swol
Joannis van Swol,Catharina Thijs
Samuel Bacher,Catharina Thijs
Samuel Bacher,Joannis van Swol
Samuel Bacher,Samuel van Swol
Samuel Bacher,Hedwige de Bacher
Samuel Bacher,Francoijs Thijsz.
Magdalena Thijsdr. ,Francoijs Thijsz.
Magdalena Thijsdr. ,Catharina Thijs
Magdalena Thijsdr. ,Joannis van Swol
Magdalena Thijsdr. ,Samuel van Swol
Magdalena Thijsdr. ,Hedwige de Bacher
Catharina Thijs,Allard Cloeck
Catharina Thijs,Cornelis Hoogenboom
Catharina Thijs,Aeltgen Claes
Catharina Thijs,Annetge Hendrix
Catharina Thijs,Hendrick Uylenburgh
Jan de Bleu,Francois le Bleu
Jan de Bleu,Hester Jans Verspreet
Francois le Bleu,Hester Jans Verspreet
Hans Verspreet,Hester Jans Verspreet
Jan de Bleu,Hester Jans Verspreet
Francois le Bleu,Hester Jans Verspreet
Francois le Bleu II,Hester Jans Verspreet
Francois le Bleu II,Francois le Bleu
Annetken Verspreet,Francois le Bleu
Annetken Verspreet,Hester Jans Verspreet
Annetken Verspreet,Francois le Bleu II
Annetken Verspreet,Hans Verspreet
Samuel Verspreet,Hans Verspreet
Samuel Verspreet,Hester Jans Verspreet
Samuel Verspreet,Jan de Bleu
Annetken Verspreet,Hans Verspreet
Isaack Moors,Samuel Verspreet
Hans Verspreet,Isaack Moors
Samuel Verspreet,Jan de Bleu
Isaack Moors,Jan de Bleu
Sara Verspreet,Isaack Moors
Samuel Verspreet,Sara Verspreet
Pieter van Montfoort,Barent Jansen
Pieter van Montfoort,Hans Verspreet
Barent Jansen,Hans Verspreet
Anthoni Verspreet,Hans Verspreet
Jacques Verspreet,Hans Verspreet
Anthoni Verspreet,Sara Verspreet
Jacques Verspreet,Sara Verspreet
Anthoni Verspreet,Hester Jans Verspreet
Jacques Verspreet,Hester Jans Verspreet
Sara Verspreet,Hester Jans Verspreet
Jan de Bleu,Cornelia van Mesen
Lenert de Beer,Cornelia van Mesen
Jan de Bleu,Jacobus le Bleu
Lenora Venant,Francoijs Venant de Oude I
Francoijs Venant II,Francoijs Venant de Oude I
Francoijs Venant de Oude I,Jacobus le Bleu
Jan de Bleu,Gerrit Gerritsz. Worcum
Jan de Bleu,Jan Warnaerts
Wilhelmus Friesman,H. Schaeff
Lyntie Friesma,Wilhelmus Friesman
Barbara van Bueggen,H. Schaeff
Barbara van Bueggen,Wilhelmus Friesman
Jan Fietus,Barbara van Bueggen
Johannes Vitus,Jan Fietus
Johannes Vitus,Margaretta Court
Henricus Jacobs,Catharina Jacobs
Johannes Vitus,Henricus Jacobs
Margaretta Court,Henricus Jacobs
Johannes Vitus,Catharina Jacobs
Margaretta Court,Catharina Jacobs
Laurens Coesaert III,Jan Fietus
Hendrick Woutersz. Van Veen,Anna van der Burcht
Hendrick Woutersz. Van Veen,Gerrit Coren
Hendrick Woutersz. Van Veen,Petronella Pieters
Hendrick Woutersz. Van Veen,Fouckje van Veen
Hendrick Woutersz. Van Veen,Anna van Veen
Hendrick Woutersz. Van Veen,Govert Bassen
Hendrick Woutersz. Van Veen,Adriaen van Veen
Hendrick Woutersz. Van Veen,Jacob van der Burgh
Hendrick Woutersz. Van Veen,Margrieta van Veen
Hendrick Woutersz. Van Veen,Jan van der Burgh
Petronella Pieters,Fouckje van Veen
Anna van der Burcht,Anna van Veen
Fouckje van Veen,Anna van der Burcht
Fouckje van Veen,Anna van Veen
Govert Bassen,Anna van der Burcht
Govert Bassen,Anna van Veen
Adriaen van Veen,Anna van der Burcht
Adriaen van Veen,Anna van Veen
Adriaen van Veen,Fouckje van Veen
Adriaen van Veen,Jacob van der Burgh
Anna van der Burcht,Jacob van der Burgh
Anna van der Burcht,Margrieta van Veen
Margrieta van Veen,Anna van Veen
Margrieta van Veen,Fouckje van Veen
Margrieta van Veen,Jan van der Burgh
Jacob van der Burgh,Jan van der Burgh
Hans Jansz.,Truijten Pieters
Hans Jansz.,Pieter Carelsz.
Hans Jansz.,Mary Jacobs
Hans Jansz.,Aeltgen Claes
Mary Jacobs,Aeltgen Claes
Lisbet Matthijsen,Hans Jansz.
Annetje Jansz.,Hans Jansz.
Jacobmyne Jansz.,Hans Jansz.
Jacob Jansz.,Hans Jansz.
Maritjen Jansz.,Hans Jansz.
Annetje Jansz.,Lisbet Matthijsen
Jacobmyne Jansz.,Lisbet Matthijsen
Jacob Jansz.,Lisbet Matthijsen
Maritjen Jansz.,Lisbet Matthijsen
Annetje Jansz.,Jacobmyne Jansz.
Annetje Jansz.,Jacob Jansz.
Annetje Jansz.,Maritjen Jansz.
Jacobmyne Jansz.,Jacob Jansz.
Jacobmyne Jansz.,Maritjen Jansz.
Jacob Jansz.,Maritjen Jansz.
Ambrosius Jansz.,Truijten Pieters
Hans Heiden,Hans Jansz.
Hans Hitseson,Truijten Pieters
Gerrit Remmen,Hans Hitseson
Hans Janssen,Hans Hitseson
Gerrit Remmen,Truijten Pieters
Hans Janssen,Truijten Pieters
Gerrit Pietersz. Amstenraer,Andries Amstenraet
Gerrit Pietersz. Amstenraer,Hans Jansz.
Herman Pietersz.,Hans Jansz.
Jan Thielens,Hans Jansz.
Herman Pietersz.,Jan Thielens
Pieter Ruttens,Hans Jansz.
Emanuel van Baseroode,Laurens Lamberti
Pieter van Basserode,Emanuel van Baseroode
Clara van Baserode,Emanuel van Baseroode
Clara van Baserode,Pieter van Basserode
Jan Macare,Emanuel van Baseroode
Abraham Macare,Jan Macare
Jan Jochemsz. Pol,Emanuel van Baseroode
Rembrandt van Rijn,Emanuel van Baseroode
Sara van Seroij,Emanuel van Baseroode
Janneken Willems,Emanuel van Baseroode
Henricus Meijssenius,Emanuel van Baseroode
Cornelius van Coeschot de oude,Emanuel van Baseroode
Janneken Willems,Henricus Meijssenius
Cornelius van Coeschot de oude,Janneken Willems
Cornelius van Coeschot de oude,Henricus Meijssenius
Anna van Basserode,Emanuel van Baseroode
Gerardt Verpoorten,Emanuel van Baseroode
Juffr. Badsans,Emanuel van Baseroode
Janneken Willems,Anna van Basserode
Janneken Willems,Gerardt Verpoorten
Janneken Willems,Juffr. Badsans
Francois de Coster III,Anna van Basserode
Francois de Coster II,Francois de Coster III
Francois de Coster I,Francois de Coster III
Francois de Coster II,Francois de Coster I
Francois de Coster III,Emanuel van Baseroode
Francois de Coster III,Janneken Willems
Antonie van Beaumont,Anna van Basserode
Antonie van Beaumont,Emanuel van Baseroode
Antonie van Beaumont,Janneken Willems
Willem van Dalen,Clara van Baserode
Johan van Overbeke,Clara van Baserode
Willem van Dalen,Emanuel van Baseroode
Johan van Overbeke,Emanuel van Baseroode
Willem van Dalen,Janneken Willems
Johan van Overbeke,Janneken Willems
Johan van Overbeke,Dutch East India Company
Emanuel van Baseroode,Marten Codde
Emanuel van Baseroode,Jasper Jansz. Ypelaer
Marten Codde,Jasper Jansz. Ypelaer
Simon van der Does,Emanuel van Baseroode
Cornelis van Campen,Emanuel van Baseroode
Nicolaes Balestel,Emanuel van Baseroode
Hendrick Danckertsz.,Emanuel van Baseroode
Herman Jansz.,Emanuel van Baseroode
Simon van der Does,Jasper Jansz. Ypelaer
Cornelis van Campen,Jasper Jansz. Ypelaer
Nicolaes Balestel,Jasper Jansz. Ypelaer
Hendrick Danckertsz.,Jasper Jansz. Ypelaer
Herman Jansz.,Jasper Jansz. Ypelaer
Cornelis van Campen,Simon van der Does
Nicolaes Balestel,Simon van der Does
Hendrick Danckertsz.,Simon van der Does
Herman Jansz.,Simon van der Does
Nicolaes Balestel,Cornelis van Campen
Hendrick Danckertsz.,Cornelis van Campen
Herman Jansz.,Cornelis van Campen
Hendrick Danckertsz.,Nicolaes Balestel
Herman Jansz.,Nicolaes Balestel
Hendrick Danckertsz.,Herman Jansz.
Judith Cornelis,Emanuel van Baseroode
Judith Cornelis,Janneken Willems
Elias Jansz. ,Janneken Willems
Hendrickge Elias,Janneken Willems
Elias Jansz. ,Emanuel van Baseroode
Hendrickge Elias,Emanuel van Baseroode
Elias Jansz. ,Hendrickge Elias
Judith Baserode,Emanuel van Baseroode
Judith Baserode,Janneken Willems
Judith Baserode,Anna van Basserode
Judith Baserode,Clara van Baserode
Anna van Basserode,Rembrandt van Rijn
Laurens Lamberti,Jan Hendricksz. Grootenhuijs
Jan Hendricksz. Grootenhuijs,Herman Hendricksz. Grotenhuys
Hendrick Dircksz. Gruys,Jan Hendricksz. Grootenhuijs
Grietie Dircks,Jan Hendricksz. Grootenhuijs
Hendrick Dircksz. Gruys,Herman Hendricksz. Grotenhuys
Jan Hendricksz. Grootenhuijs,Annetie Sijmons
Jan Hendricksz. Grootenhuijs,Sijmon Sijmonsz.
Sijmon Sijmonsz.,Annetie Sijmons
Joannes Henricus,Annetie Sijmons
Joannes Henricus II,Annetie Sijmons
Joannes Henricus,Sijmon Sijmonsz.
Joannes Henricus II,Sijmon Sijmonsz.
Joannes Henricus II,Jan Hendricksz. Grootenhuijs
Joannes Henricus,Laurentius Soms
Joannes Henricus II,Laurentius Soms
Annetie Sijmons,Laurentius Soms
Jan Cornelisz. Molenaer,Annetie Sijmons
Annetie Sijmons,Sijmon Grotenhuys
Annetie Sijmons,Claeregen Grotenhuys
Annetie Sijmons,Annetjen Grotenhuys
Jan Hendricksz. Grootenhuijs,Sijmon Grotenhuys
Jan Hendricksz. Grootenhuijs,Claeregen Grotenhuys
Jan Hendricksz. Grootenhuijs,Annetjen Grotenhuys
Claeregen Grotenhuys,Sijmon Grotenhuys
Annetjen Grotenhuys,Sijmon Grotenhuys
Claeregen Grotenhuys,Annetjen Grotenhuys
Grietge Schaeff Hendrix,Laurens Lamberti
Roelof Fredericksz. Vos,Grietge Schaeff Hendrix
Balthasar van der Veen,Grietge Schaeff Hendrix
Jans Haes,Balthasar van der Veen
Joost Bourgongie,Grietge Schaeff Hendrix
Margriete van der Veen,Balthasar van der Veen
Jans Haes,Grietge Schaeff Hendrix
Niclaes Egbertsz. Van Sturck,P. Meulenaer
Cornelis Henricx Rijser,Niclaes Egbertsz. Van Sturck
Hendrick Pottey,Niclaes Egbertsz. Van Sturck
Claes Egbertsz. Sturck,Niclaes Egbertsz. Van Sturck
Willem Stritman,Niclaes Egbertsz. Van Sturck
Hendrick Pottey,Cornelis Henricx Rijser
Claes Egbertsz. Sturck,Cornelis Henricx Rijser
Willem Stritman,Cornelis Henricx Rijser
Claes Egbertsz. Sturck,Hendrick Pottey
Willem Stritman,Hendrick Pottey
Claes Egbertsz. Sturck,Willem Stritman
Maria Goverts,Niclaes Egbertsz. Van Sturck
Catrina Egbertsz.,Niclaes Egbertsz. Van Sturck
Maria Claes,Niclaes Egbertsz. Van Sturck
Catrina Egbertsz.,Maria Goverts
Maria Claes,Maria Goverts
Maria Claes,Maria Goverts
Sara Hiole,Niclaes Egbertsz. Van Sturck
Jacqueline le Cocq,Niclaes Egbertsz. Van Sturck
Jeronimo Vittori,Niclaes Egbertsz. Van Sturck
Isaacq Hiole,Niclaes Egbertsz. Van Sturck
Esaias Hiole,Niclaes Egbertsz. Van Sturck
Jacqueline le Cocq,Sara Hiole
Jeronimo Vittori,Sara Hiole
Isaacq Hiole,Sara Hiole
Esaias Hiole,Sara Hiole
Jeronimo Vittori,Jacqueline le Cocq
Isaacq Hiole,Jacqueline le Cocq
Esaias Hiole,Jacqueline le Cocq
Isaacq Hiole,Jeronimo Vittori
Esaias Hiole,Jeronimo Vittori
Isaacq Hiole,Esaias Hiole
Anna van Steenbergen,Niclaes Egbertsz. Van Sturck
Niclaes Egbertsz. Van Sturck,Willem Egbertsz.
Anna van Steenbergen,Willem Egbertsz.
Niclaes Egbertsz. Van Sturck,Sara van de Venne
Niclaes Egbertsz. Van Sturck,Aletta van de Venne
Anna van Steenbergen,Sara van de Venne
Anna van Steenbergen,Aletta van de Venne
Sara van de Venne,Aletta van de Venne
Baertie van der Venne,Sara van de Venne
Baertie van der Venne,Aletta van de Venne
Willem van Steenberch,Baertie van der Venne
Willem van Steenberch,Sara van de Venne
Willem van Steenberch,Aletta van de Venne
Willem van Steenberch,Anna van Steenbergen
Willem van Steenberch,Niclaes Egbertsz. Van Sturck
Cornelia Bartholomeusdr. Van der Sturck,Bartholomeus Egbertsz. Van der Sturck
Coenraad Temminck,Bartholomeus Egbertsz. Van der Sturck
Bartholomeus Egbertsz. Van der Sturck,Niclaes Egbertsz. Van Sturck
Cornelia Bartholomeusdr. Van der Sturck,Coenraad Temminck
Bartholomeus Egbertsz. Van der Sturck,Anna van Steenbergen
Bartholomeus Egbertsz. Van der Sturck,Sara Hiole
Bartholomeus Egbertsz. Van der Sturck,Maria Goverts
Andriaen Jansz. Pleecker,Jacob van Zwieten
Reynier Jansz. van Wijn,Andriaen Jansz. Pleecker
Reynier Jansz. van Wijn,Andries Andriessen
Andriaen Jansz. Pleecker,Andries Andriessen
Anthony du Plouijs,Jacob Jacobsz.
Anthony du Plouijs,Annetge Hendrix
Anthony du Plouijs,Aeltgen Claes
Janneken du Paeme,Anthony du Plouijs
Antonij du Plouijs II,Anthony du Plouijs
Janneken du Plouijs,Anthony du Plouijs
Antonij du Plouijs II,Janneken du Paeme
Janneken du Plouijs,Janneken du Paeme
Antonij du Plouijs II,Janneken du Plouijs
Janneken Mathijs,Janneken du Paeme
Aeltgen Henricx,Janneken du Paeme
Cornelis Jacobsz.,Janneken du Paeme
Aeltgen Henricx,Janneken Mathijs
Cornelis Jacobsz.,Janneken Mathijs
Cornelis Jacobsz.,Aeltgen Henricx
Hans Thijsz. de Oude,Anthony du Plouijs
Gillis Vertangen,Jacob Jacobsz.
Jacob Jacobsz.,Anthony du Plouijs
Gillis Vertangen,Anthony du Plouijs
Janneken Mathijs,Gillis Vertangen
Aeltgen Henricx,Gillis Vertangen
Cornelis Jacobsz.,Gillis Vertangen
Aeltgen Henricx,Gillis Vertangen
Cornelis Jacobsz.,Gillis Vertangen
Janneken Mathijs,Jacob Jacobsz.
Aeltgen Henricx,Jacob Jacobsz.
Cornelis Jacobsz.,Jacob Jacobsz.
Aeltgen Henricx,Jacob Jacobsz.
Cornelis Jacobsz.,Jacob Jacobsz.
Pieter du Ploijs,Anthony du Plouijs
Gillis du Plouijs,Anthony du Plouijs
Gillis du Plouijs,Pieter du Ploijs
Abraham van der Sluijs,Janneken Mathijs
Abraham van der Sluijs,Aeltgen Henricx
Abraham van der Sluijs,Cornelis Jacobsz.
Abraham van der Sluijs,Aeltgen Henricx
Abraham van der Sluijs,Cornelis Jacobsz.
Abraham van der Sluijs,Gillis Vertangen
Abraham van der Sluijs,Jacob Jacobsz.
Abraham van der Sluijs,Anthony du Plouijs
Peter Paul Rubens,Hans Thijsz. de Oude
Hans Thijsz. de Oude,Hans Thijsz. de jonge
Catharina Thijs,Hans Thijsz. de jonge
Francoijs Thijsz.,Hans Thijsz. de jonge
Henrick Hoochcamer,J. van der Ven
Henrick Hoochcamer,Joan Ingels
Dutch West India Company,Henrick Hoochcamer
Henrick Hoochcamer,Jan Pietersz. Hooghkamer
Henrick Hoochcamer,Ida Hendricks Cort. Jan Pietersz.
Ida Hendricks Cort. Jan Pietersz.,Jan Pietersz. Hooghkamer
Jan Jansz. Starter,Henrick Hoochcamer
Maria de Vogelaer,Henrick Hoochcamer
Marcus de Vogelaer,Margaretha van Valckenburgh
Maria de Vogelaer,Marcus de Vogelaer
Maria de Vogelaer,Margaretha van Valckenburgh
Henrick Hoochcamer,Marcus de Vogelaer
Henrick Hoochcamer,Margaretha van Valckenburgh
Jannetgen Brouwer,Wouter de Leeuw
Jannetgen Brouwer,Henrick Hoochcamer
Joan (Johannes) de Vogelaer,Henrick Hoochcamer
Joan (Johannes) de Vogelaer,Margaretha van Valckenburgh
Joan (Johannes) de Vogelaer,Marcus de Vogelaer
Joan (Johannes) de Vogelaer,Margaretha van Valckenburgh
Joan (Johannes) de Vogelaer,Joan Ingels
Cornelis van Bruegel,Henrick Hoochcamer
Laurentje Brouwers,Henrick Hoochcamer
Jannetgen Brouwer,Laurentje Brouwers
Marcus de Vogelaer,Dutch East India Company
Margaretha van Valckenburgh,Jan van Valckenburg
Marcus de Vogelaer,Dutch East India Company
Jan van Valckenburg,Margaretha van Valckenburgh
Isabeau de Vogelaer,Margaretha van Valckenburgh
Marcus de Vogelaer II,Margaretha van Valckenburgh
Anna de Vogelaer,Margaretha van Valckenburgh
Daniel de Vogelaer,Margaretha van Valckenburgh
Sara de Vogelaer,Margaretha van Valckenburgh
Hester de Vogelaer,Margaretha van Valckenburgh
Maria de Vogelaer Marcusdr.,Margaretha van Valckenburgh
Isabeau de Vogelaer,Henrick Hoochcamer
Marcus de Vogelaer II,Henrick Hoochcamer
Anna de Vogelaer,Henrick Hoochcamer
Daniel de Vogelaer,Henrick Hoochcamer
Sara de Vogelaer,Henrick Hoochcamer
Hester de Vogelaer,Henrick Hoochcamer
Maria de Vogelaer Marcusdr.,Henrick Hoochcamer
